ticker,exchange,icb2,icb3,icb4,market_cap,adtv_20d,status,reject_reason,as_of,source,data_status,filter_stage,reason_label,trigger_metric,trigger_value,threshold_or_cutoff
VOS,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,VẬN TẢI THỦY,,5312178750.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.308398559597698,>-1.78
VPB,HOSE,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,334991465000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
VPG,HOSE,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI KHOÁNG,,707531550.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
VPI,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,77327194500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=0.9927058841695853,SNOA>=0.9859440018428138
VPX,HOSE,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,37337324500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VRE,HOSE,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,143420292217.5,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.2233967798083614,>-1.78
VSC,HOSE,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,"KHO BÃI, HẬU CẦN VÀ BẢO DƯỠNG",,69491348500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.2195884055833264,SNOA>=0.9859440018428138
APS,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,3626529000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
BVS,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,13513148000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
C69,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,15460007500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.054954128816256,SNOA>=0.9859440018428138
CMS,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,780980000.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.5716849847085723,>-1.78
DST,HNX,TRUYỀN THÔNG,TRUYỀN THÔNG,"SÁCH, ẤN BẢN & SẢN PHẨM VĂN HÓA",,4667284500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=0.991343890129596,SNOA>=0.9859440018428138
EVS,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,1335515000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
GKM,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,657952500.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
HUT,HNX,Ô TÔ VÀ PHỤ TÙNG,Ô TÔ VÀ PHỤ TÙNG,SẢN XUẤT Ô TÔ,,16862156000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.24250988187713762;SNOA=1.148633155735191,STA>=0.23389126844758945;SNOA>=0.9859440018428138
IPA,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,TƯ VẤN & HỖ TRỢ KD,,649764500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.0551442588169566,SNOA>=0.9859440018428138
KSF,HNX,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,15038866000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.47661331298968157;SNOA=1.7723448141770413,STA>=0.23389126844758945;SNOA>=0.9859440018428138
L40,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1699543880.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=1.6349076787605803;SNOA=3.4153880639877223,STA>=0.23389126844758945;SNOA>=0.9859440018428138
LAS,HNX,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,2104507000.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.552812482922118,>-1.78
LBE,HNX,HÀNG CÁ NHÂN & GIA DỤNG,HÀNG CÁ NHÂN,HÀNG CÁ NHÂN,,726126807.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.046235753618735,SNOA>=0.9859440018428138
LDP,HNX,Y TẾ,DƯỢC PHẨM,DƯỢC PHẨM,,1148937500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.2991539412936251;SNOA=1.0999178651585646,STA>=0.23389126844758945;SNOA>=0.9859440018428138
MBG,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,1160178000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.008582372885157,SNOA>=0.9859440018428138
MBS,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,105035904500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
MST,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,9881798500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.5213728708139835,STA>=0.23389126844758945
NRC,HNX,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,7882615500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,13.433727004856571,>-1.78
NVB,HNX,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,9877967500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
OCH,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,623458000.0,REJECTED,PFD_HIGH_RISK,2026-07-17,vnstock_VCI_financial,OK,5,PFD_HIGH_RISK,DISTRESS,,high_risk is True
PCH,HNX,HÓA CHẤT,HÓA CHẤT,"NHỰA, CAO SU & SỢI",,1826647500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.2825061496739163,>-1.78
PSD,HNX,BÁN LẺ,BÁN LẺ,PHÂN PHỐI HÀNG CHUYÊN DỤNG,,538987500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.2807165353521178,STA>=0.23389126844758945
PSI,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,2466083000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
PVB,HNX,DẦU KHÍ,"THIẾT BỊ, DỊCH VỤ VÀ PHÂN PHỐI DẦU KHÍ",THIẾT BỊ VÀ DỊCH VỤ DẦU KHÍ,,1333339000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA+SNOA,STA=0.3545715488768586;SNOA=1.0697177212891327,STA>=0.23389126844758945;SNOA>=0.9859440018428138
PVC,HNX,DẦU KHÍ,"THIẾT BỊ, DỊCH VỤ VÀ PHÂN PHỐI DẦU KHÍ",THIẾT BỊ VÀ DỊCH VỤ DẦU KHÍ,,7088601500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.24282047325346218,STA>=0.23389126844758945
PVI,HNX,BẢO HIỂM,BẢO HIỂM PHI NHÂN THỌ,BẢO HIỂM PHI NHÂN THỌ,,2628053000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,BẢO HIỂM,financial ICB2 exclusion
SHS,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,246060472500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
SRA,HNX,Y TẾ,THIẾT BỊ VÀ DỊCH VỤ Y TẾ,THIẾT BỊ Y TẾ,,566025000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=0.9867321768619418,SNOA>=0.9859440018428138
SVN,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1459614500.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.40301404077968916,STA>=0.23389126844758945
TVC,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,TÀI CHÍNH ĐẶC BIỆT,,8841056000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
UNI,HNX,CÔNG NGHỆ THÔNG TIN,PHẦN MỀM & DỊCH VỤ MÁY TÍNH,DỊCH VỤ MÁY TÍNH,,6564626000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,STA,STA=0.4547704438643548,STA>=0.23389126844758945
VC7,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1115951500.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.5466551084868558,>-1.78
VFS,HNX,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,10300596500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
VHE,HNX,Y TẾ,DƯỢC PHẨM,DƯỢC PHẨM,,659097000.0,REJECTED,HIGH_ACCRUAL,2026-07-17,vnstock_VCI_financial,OK,3,HIGH_ACCRUAL,SNOA,SNOA=1.2141045592440953,SNOA>=0.9859440018428138
VIT,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,1195206387.5,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-1.246811429255925,>-1.78
VTZ,HNX,HÓA CHẤT,HÓA CHẤT,"NHỰA, CAO SU & SỢI",,18938903000.0,REJECTED,M_SCORE_FLAG,2026-07-17,vnstock_VCI_financial,OK,4,M_SCORE_FLAG,M_SCORE,-0.9535107786730009,>-1.78
AAH,UPCOM,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI THÁC THAN,,975435500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
AAS,UPCOM,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,9710153000.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
AAV,UPCOM,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,5259934000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
ABB,UPCOM,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,28040186500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
ABW,UPCOM,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,4208587500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
ACM,UPCOM,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI KHOÁNG,,503406000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
ACV,UPCOM,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,"KHO BÃI, HẬU CẦN VÀ BẢO DƯỠNG",,24390875000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
AGX,UPCOM,BÁN LẺ,PHÂN PHỐI THỰC PHẨM & DƯỢC PHẨM,PHÂN PHỐI THỰC PHẨM,,553914500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
AIG,UPCOM,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,2406918000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
AMS,UPCOM,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,NHÀ CUNG CẤP THIẾT BỊ,,1567566500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
APF,UPCOM,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,2959176820.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
ATG,UPCOM,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI KHOÁNG,,630448000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
BCR,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,2713239500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-06-19,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
BDT,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,1372422500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
BGE,UPCOM,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",SẢN XUẤT & PHÂN PHỐI ĐIỆN,SẢN XUẤT & PHÂN PHỐI ĐIỆN,,1948920000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
BIG,UPCOM,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,NUÔI TRỒNG NÔNG & HẢI SẢN,,1417905410.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
BMS,UPCOM,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,MÔI GIỚI CHỨNG KHOÁN,,1774247699.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
BOT,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,763841000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
BVB,UPCOM,NGÂN HÀNG,NGÂN HÀNG,NGÂN HÀNG,,34347308500.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,NGÂN HÀNG,financial ICB2 exclusion
C4G,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1182115000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
CLX,UPCOM,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,699271500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
CQN,UPCOM,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,"KHO BÃI, HẬU CẦN VÀ BẢO DƯỠNG",,674565927.5,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
CVN,UPCOM,Y TẾ,THIẾT BỊ VÀ DỊCH VỤ Y TẾ,THIẾT BỊ Y TẾ,,735620500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DAG,UPCOM,HÓA CHẤT,HÓA CHẤT,"NHỰA, CAO SU & SỢI",,511767520.0,REJECTED,UPCOM_EXCLUDED_V1,2024-08-14,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DDB,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,896701500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DDG,UPCOM,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,1728354000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DDV,UPCOM,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,8248059717.5,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DFF,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,569258000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DRI,UPCOM,HÓA CHẤT,HÓA CHẤT,"NHỰA, CAO SU & SỢI",,7168505000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
DSH,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1260152000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
F88,UPCOM,DỊCH VỤ TÀI CHÍNH,DỊCH VỤ TÀI CHÍNH,TÀI CHÍNH CÁ NHÂN,,16424015590.0,REJECTED,FINANCIAL_SECTOR_EXCLUDED,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,1,FINANCIAL_SECTOR_EXCLUDED,icb2,DỊCH VỤ TÀI CHÍNH,financial ICB2 exclusion
FOC,UPCOM,TRUYỀN THÔNG,TRUYỀN THÔNG,DỊCH VỤ TRUYỀN THÔNG,,2200867000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
FOX,UPCOM,VIỄN THÔNG,VIỄN THÔNG CỐ ĐỊNH,VIỄN THÔNG CỐ ĐỊNH,,7355168500.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
G36,UPCOM,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,518040000.0,REJECTED,UPCOM_EXCLUDED_V1,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,2,UPCOM_EXCLUDED_V1,exchange,UPCOM,UPCOM
