ticker,exchange,icb2,icb3,icb4,market_cap,adtv_20d,status,reject_reason,as_of,source,data_status,filter_stage,reason_label,trigger_metric,trigger_value,threshold_or_cutoff
ONE,HNX,CÔNG NGHỆ THÔNG TIN,THIẾT BỊ VÀ PHẦN CỨNG,PHẦN CỨNG,,32092500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PBP,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CONTAINERS & ĐÓNG GÓI,,19286500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PCE,HNX,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,10594500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PCT,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,DỊCH VỤ VẬN TẢI,,13192500.0,REJECTED,LOW_LIQUIDITY,2026-06-30,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PDB,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,164232000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PEN,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,7188500.0,REJECTED,LOW_LIQUIDITY,2026-06-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PGN,HNX,HÓA CHẤT,HÓA CHẤT,"NHỰA, CAO SU & SỢI",,46663000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PGS,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,332906500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PGT,HNX,DU LỊCH VÀ GIẢI TRÍ,DU LỊCH & GIẢI TRÍ,VẬN TẢI HÀNH KHÁCH & DU LỊCH,,7555500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PHN,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,ĐIỆN TỬ & THIẾT BỊ ĐIỆN,HÀNG ĐIỆN & ĐIỆN TỬ,,11735166.0,REJECTED,LOW_LIQUIDITY,2026-06-29,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PIA,HNX,VIỄN THÔNG,VIỄN THÔNG CỐ ĐỊNH,VIỄN THÔNG CỐ ĐỊNH,,20777500.0,REJECTED,LOW_LIQUIDITY,2026-06-05,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PIC,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",SẢN XUẤT & PHÂN PHỐI ĐIỆN,SẢN XUẤT & PHÂN PHỐI ĐIỆN,,32421500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PJC,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,11007983.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PMB,HNX,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,41830000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PMC,HNX,Y TẾ,DƯỢC PHẨM,DƯỢC PHẨM,,112100000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PMP,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CONTAINERS & ĐÓNG GÓI,,9790500.0,REJECTED,LOW_LIQUIDITY,2026-06-29,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PMS,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,CÔNG NGHIỆP NẶNG,MÁY CÔNG NGHIỆP,,39280500.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
POT,HNX,CÔNG NGHỆ THÔNG TIN,THIẾT BỊ VÀ PHẦN CỨNG,PHẦN CỨNG,,53388000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PPE,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,TƯ VẤN & HỖ TRỢ KD,,4496000.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PPP,HNX,Y TẾ,DƯỢC PHẨM,DƯỢC PHẨM,,11731500.0,REJECTED,LOW_LIQUIDITY,2026-06-22,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PPS,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,TƯ VẤN & HỖ TRỢ KD,,15707000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PPY,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,12469000.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PRC,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,DỊCH VỤ VẬN TẢI,,25621000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PRE,HNX,BẢO HIỂM,BẢO HIỂM PHI NHÂN THỌ,TÁI BẢO HIỂM,,114248500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PSC,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,DỊCH VỤ VẬN TẢI,,10273690.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PSE,HNX,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,13587000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PSW,HNX,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,46203000.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PTD,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,112497000.0,REJECTED,LOW_LIQUIDITY,2026-06-30,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PTI,HNX,BẢO HIỂM,BẢO HIỂM PHI NHÂN THỌ,BẢO HIỂM PHI NHÂN THỌ,,66987500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PTS,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,DỊCH VỤ VẬN TẢI,,10746745.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PTX,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,5520579.0,REJECTED,LOW_LIQUIDITY,2026-06-25,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PV2,HNX,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,200973500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
PVG,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,262083000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
QHD,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CÔNG NGHIỆP PHỨC HỢP,,46926280.0,REJECTED,LOW_LIQUIDITY,2026-05-07,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
QST,HNX,TRUYỀN THÔNG,TRUYỀN THÔNG,"SÁCH, ẤN BẢN & SẢN PHẨM VĂN HÓA",,5052525.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
QTC,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,454301500.0,REJECTED,LOW_LIQUIDITY,2026-06-25,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
RCL,HNX,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,117871436.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
S55,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,20737225.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
S99,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,436144000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SAF,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,289965500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SCI,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,174398000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SD5,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,21699500.0,REJECTED,LOW_LIQUIDITY,2026-06-30,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SD9,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,87485000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SDC,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,TƯ VẤN & HỖ TRỢ KD,,303786.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SDG,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CONTAINERS & ĐÓNG GÓI,,3664500.0,REJECTED,LOW_LIQUIDITY,2026-06-26,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SDN,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,9981000.0,REJECTED,LOW_LIQUIDITY,2026-06-30,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SDU,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,1763500.0,REJECTED,LOW_LIQUIDITY,2026-06-24,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SEB,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",SẢN XUẤT & PHÂN PHỐI ĐIỆN,SẢN XUẤT & PHÂN PHỐI ĐIỆN,,39856500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SED,HNX,TRUYỀN THÔNG,TRUYỀN THÔNG,"SÁCH, ẤN BẢN & SẢN PHẨM VĂN HÓA",,122094097.5,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SFN,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,NHÀ CUNG CẤP THIẾT BỊ,,6500500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SGC,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,181496500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SGD,HNX,TRUYỀN THÔNG,TRUYỀN THÔNG,"SÁCH, ẤN BẢN & SẢN PHẨM VĂN HÓA",,7822000.0,REJECTED,LOW_LIQUIDITY,2026-04-14,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SGH,HNX,DU LỊCH VÀ GIẢI TRÍ,DU LỊCH & GIẢI TRÍ,KHÁCH SẠN,,22219500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SHE,HNX,HÀNG CÁ NHÂN & GIA DỤNG,HÀNG GIA DỤNG,ĐỒ GIA DỤNG LÂU BỀN,,54572000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SJ1,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,NUÔI TRỒNG NÔNG & HẢI SẢN,,20121309.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SJE,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,270379000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SLS,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,352405500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SMN,HNX,TRUYỀN THÔNG,TRUYỀN THÔNG,"SÁCH, ẤN BẢN & SẢN PHẨM VĂN HÓA",,30513000.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SMT,HNX,CÔNG NGHỆ THÔNG TIN,THIẾT BỊ VÀ PHẦN CỨNG,THIẾT BỊ VIỄN THÔNG,,124500000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SPC,HNX,HÓA CHẤT,HÓA CHẤT,"SẢN PHẨM HÓA DẦU, NÔNG DƯỢC & HÓA CHẤT KHÁC",,15717500.0,REJECTED,LOW_LIQUIDITY,2026-06-12,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SSM,HNX,TÀI NGUYÊN CƠ BẢN,KIM LOẠI,THÉP VÀ SẢN PHẨM THÉP,,3266000.0,REJECTED,LOW_LIQUIDITY,2026-06-22,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
STC,HNX,TRUYỀN THÔNG,TRUYỀN THÔNG,"SÁCH, ẤN BẢN & SẢN PHẨM VĂN HÓA",,8011000.0,REJECTED,LOW_LIQUIDITY,2026-06-29,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
STP,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CONTAINERS & ĐÓNG GÓI,,11740500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
SZB,HNX,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,138121000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TA9,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,54195000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TD6,HNX,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI THÁC THAN,,294928000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TDT,HNX,HÀNG CÁ NHÂN & GIA DỤNG,HÀNG CÁ NHÂN,HÀNG MAY MẶC,,173190185.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TET,HNX,HÀNG CÁ NHÂN & GIA DỤNG,HÀNG CÁ NHÂN,HÀNG MAY MẶC,,24833800.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TFC,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,SẢN XUẤT THỰC PHẨM,THỰC PHẨM,,327365500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
THB,HNX,THỰC PHẨM VÀ ĐỒ UỐNG,BIA VÀ ĐỒ UỐNG,SẢN XUẤT BIA,,28166500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
THS,HNX,BÁN LẺ,BÁN LẺ,BÁN LẺ PHỨC HỢP,,690062.5,REJECTED,LOW_LIQUIDITY,2026-05-08,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
THT,HNX,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI THÁC THAN,,63097555.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TJC,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,DỊCH VỤ VẬN TẢI,,24721500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TKU,HNX,TÀI NGUYÊN CƠ BẢN,KIM LOẠI,NHÔM,,15809500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TMB,HNX,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI THÁC THAN,,146650840.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TMC,HNX,"ĐIỆN, NƯỚC & XĂNG DẦU KHÍ ĐỐT",NƯỚC & KHÍ ĐỐT,PHÂN PHỐI XĂNG DẦU & KHÍ ĐỐT,,6742155.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TMX,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,22835000.0,REJECTED,LOW_LIQUIDITY,2026-06-29,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TOT,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,VẬN TẢI,DỊCH VỤ VẬN TẢI,,34346302.5,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TPP,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CONTAINERS & ĐÓNG GÓI,,20890500.0,REJECTED,LOW_LIQUIDITY,2026-06-26,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TSB,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,ĐIỆN TỬ & THIẾT BỊ ĐIỆN,HÀNG ĐIỆN & ĐIỆN TỬ,,87937500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TTC,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,21369000.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TTH,HNX,TÀI NGUYÊN CƠ BẢN,KIM LOẠI,THÉP VÀ SẢN PHẨM THÉP,,330509000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TTL,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,15435500.0,REJECTED,LOW_LIQUIDITY,2026-06-30,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TTT,HNX,DU LỊCH VÀ GIẢI TRÍ,DU LỊCH & GIẢI TRÍ,VẬN TẢI HÀNH KHÁCH & DU LỊCH,,29316000.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TV3,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,TƯ VẤN & HỖ TRỢ KD,,12224500.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TV4,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,TƯ VẤN & HỖ TRỢ KINH DOANH,TƯ VẤN & HỖ TRỢ KD,,125131000.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TVD,HNX,TÀI NGUYÊN CƠ BẢN,KHAI KHOÁNG,KHAI THÁC THAN,,257401365.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
TXM,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,VẬT LIỆU XÂY DỰNG & NỘI THẤT,,8636000.0,REJECTED,LOW_LIQUIDITY,2026-06-29,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
V12,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,16906500.0,REJECTED,LOW_LIQUIDITY,2026-06-22,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
V21,HNX,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,BẤT ĐỘNG SẢN,,11661500.0,REJECTED,LOW_LIQUIDITY,2026-07-01,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
VBC,HNX,HÀNG & DỊCH VỤ CÔNG NGHIỆP,HÀNG CÔNG NGHIỆP,CONTAINERS & ĐÓNG GÓI,,9164800.0,REJECTED,LOW_LIQUIDITY,2026-07-03,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
VC1,HNX,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG VÀ VẬT LIỆU,XÂY DỰNG,,112327500.0,REJECTED,LOW_LIQUIDITY,2026-07-02,vnstock+vnstock_vci_symbols_by_industries+adtv_close_x_volume_x1000_proxy,OK,,,,,
